5.930414795875549316e-02 1.265542232431471348e-03 1.371967345476150513e-01 2.522837743163108826e-02 1.188254430890083313e-01 3.711045160889625549e-02 4.442679055500775576e-04
-1.609103977680206299e-01 -1.943164318799972534e-01 2.527598440647125244e-01 1.803131103515625000e-01 1.217320188879966736e-01 7.563797384500503540e-02 -1.201233267784118652e-01
8.299846947193145752e-02 1.054477319121360779e-01 -3.516933694481849670e-02 -3.002953343093395233e-02 -8.101714402437210083e-02 -1.059712469577789307e-01 9.541249275207519531e-02
1.149042919278144836e-01 5.986243113875389099e-02 2.811675965785980225e-01 1.651859283447265625e-01 2.395507693290710449e-02 8.168525993824005127e-02 1.543853431940078735e-01
-1.231619250029325485e-02 -2.190919965505599976e-01 -8.316902071237564087e-02 6.520315259695053101e-02 -1.711362451314926147e-01 -8.568646758794784546e-02 -1.913643330335617065e-01
2.524521350860595703e-01 -1.004238426685333252e-01 1.924788057804107666e-01 -4.682577680796384811e-03 -5.477275699377059937e-04 7.739211618900299072e-02 -6.582044810056686401e-02
8.676227182149887085e-02 -5.548290535807609558e-02 -1.908881962299346924e-01 -1.776841282844543457e-01 1.349012553691864014e-01 -1.463260352611541748e-01 -2.130314558744430542e-01
2.274136543273925781e-01 -2.308217622339725494e-02 -9.585081785917282104e-02 -8.783707767724990845e-02 1.736073382198810577e-02 1.190175767987966537e-02 -2.495226711034774780e-01
2.274223566055297852e-01 -1.031532064080238342e-01 -4.594291001558303833e-02 1.336579304188489914e-02 9.880588203668594360e-02 4.043790325522422791e-02 -6.198950111865997314e-02
3.115545511245727539e-01 9.222205728292465210e-02 -1.354773938655853271e-01 -2.483588010072708130e-01 -1.792248785495758057e-01 -2.162877470254898071e-01 2.885453402996063232e-01
-1.449006199836730957e-01 -1.395637262612581253e-02 -9.352138638496398926e-02 -1.718978211283683777e-02 -2.301157712936401367e-01 2.115787565708160400e-01 2.543871700763702393e-01
-3.666782751679420471e-02 5.788341909646987915e-02 5.384301766753196716e-02 -2.672673463821411133e-01 2.014648914337158203e-01 8.638955652713775635e-02 3.478775266557931900e-03
1.883665621280670166e-01 1.159670278429985046e-01 -2.745939791202545166e-01 2.298937141895294189e-01 2.250142544507980347e-01 1.619126647710800171e-01 -1.834928095340728760e-01
1.304963976144790649e-01 7.836607098579406738e-02 3.186881542205810547e-03 9.925132989883422852e-02 -1.148486956954002380e-01 -1.574720144271850586e-01 2.137164026498794556e-01
3.486454719677567482e-03 -1.488786488771438599e-01 -8.962792903184890747e-02 1.967476457357406616e-01 3.285778313875198364e-02 4.845334216952323914e-02 1.108646020293235779e-01
7.253069430589675903e-02 2.990863472223281860e-02 -8.576563745737075806e-02 8.353849500417709351e-02 1.686824411153793335e-01 1.914512738585472107e-02 -2.353597730398178101e-01
4.221416637301445007e-02 -1.539234668016433716e-01 -1.402047872543334961e-01 1.507210284471511841e-01 -2.621162831783294678e-01 -8.353613317012786865e-02 1.395962685346603394e-01
-4.478411003947257996e-02 -1.266153752803802490e-01 1.384722143411636353e-01 -1.242218166589736938e-01 2.207806855440139771e-01 -5.010083690285682678e-02 1.121501699090003967e-01
-9.430821239948272705e-02 -4.167675599455833435e-02 -2.106363624334335327e-01 1.201566308736801147e-01 -5.527113378047943115e-02 4.811364412307739258e-02 -3.218802809715270996e-02
-5.953916162252426147e-02 -3.502788543701171875e-01 2.144259363412857056e-01 -1.510689109563827515e-01 -4.331234842538833618e-02 6.838638335466384888e-02 -2.642845921218395233e-02
-2.382169514894485474e-01 -7.145462930202484131e-02 -7.160552591085433960e-02 -1.327563673257827759e-01 2.302042767405509949e-02 -1.959845685632899404e-04 -7.305715233087539673e-02
3.060014173388481140e-02 1.820162236690521240e-01 -2.850016951560974121e-01 -1.913648247718811035e-01 2.210415452718734741e-01 2.939647138118743896e-01 -2.970676124095916748e-01
-4.500599578022956848e-02 -2.252977043390274048e-01 4.457582253962755203e-03 -2.688015699386596680e-01 -1.559165716171264648e-01 -1.270522922277450562e-01 -7.791332900524139404e-03
-2.019564509391784668e-01 -5.967557430267333984e-03 9.513628482818603516e-02 2.335597425699234009e-01 -6.340198963880538940e-02 2.527797818183898926e-01 -8.259976655244827271e-02
-1.459064036607742310e-01 2.071182280778884888e-01 -3.165058195590972900e-01 7.925018668174743652e-03 1.025315672159194946e-01 -1.999807059764862061e-01 -2.072098404169082642e-01
7.096198946237564087e-02 1.378407031297683716e-01 1.435575783252716064e-01 1.205208376049995422e-01 -4.447211511433124542e-03 -8.025140501558780670e-03 -1.013972237706184387e-01
