2.441073805093765259e-01 3.148041665554046631e-01 -2.723268792033195496e-02 1.770978868007659912e-01 4.031162336468696594e-02 -2.214520275592803955e-01 2.135121971368789673e-01 -1.531255861664249096e-06 8.181022852659225464e-02 -3.194693475961685181e-02 2.470884025096893311e-01 7.647879421710968018e-02 -7.058153301477432251e-02 -5.314109148457646370e-05 -5.376415699720382690e-02 -5.732865702157141641e-07 -2.899523079395294189e-01 1.884276121854782104e-01 1.253305003046989441e-02 3.094425499439239502e-01 1.584416627883911133e-02 -1.778026968240737915e-01 -2.439679019153118134e-02 -7.985910028219223022e-02 -1.095881611108779907e-01 1.535226851701736450e-01 2.509433925151824951e-01 -2.761903405189514160e-01 3.126686513423919678e-01 -3.337527811527252197e-02 -2.016471773386001587e-01 2.787234485149383545e-01 -1.208255365490913391e-01 -2.424311190843582153e-01 -4.847887158393859863e-02 3.486244007945060730e-02 -5.204549804329872131e-02 -2.385888546705245972e-01 -1.493386179208755493e-01 -1.404128223657608032e-01
-1.880157142877578735e-01 4.238340989104472101e-05 2.675789967179298401e-02 2.567571997642517090e-01 -7.855803414713591337e-05 -2.631823159754276276e-02 -2.867129631340503693e-02 5.440002951218048111e-06 2.571628242731094360e-02 1.653145591262727976e-05 -1.502570807933807373e-01 3.371377661824226379e-02 1.782387793064117432e-01 4.186189471511170268e-05 7.824792526662349701e-03 -1.008767776511376724e-05 -4.574301093816757202e-02 4.947126581100746989e-05 1.830370277166366577e-01 -1.338656339794397354e-02 -1.548822075128555298e-01 8.273569494485855103e-02 -7.599063217639923096e-02 9.432262182235717773e-02 -4.169829189777374268e-02 -1.786093889677431434e-05 -1.499327719211578369e-01 2.041130959987640381e-01 -6.294143199920654297e-02 6.052705645561218262e-02 -3.137096529826521873e-03 3.309000656008720398e-02 1.294897794723510742e-01 -1.611566096544265747e-01 -4.031637683510780334e-02 -1.318470276601146907e-05 -4.411000385880470276e-02 6.820014119148254395e-02 3.074373006820678711e-01 -5.485951527953147888e-02
-2.990420907735824585e-02 4.363142699003219604e-02 -1.473326385021209717e-01 -3.202970325946807861e-02 -7.255680975504219532e-05 -1.209450140595436096e-02 6.255701184272766113e-02 3.746195034182164818e-07 -1.018537022901000455e-05 1.025578379631042480e-01 8.074849098920822144e-02 2.254487723112106323e-01 -1.371136307716369629e-01 -1.132374163717031479e-03 2.263360917568206787e-01 1.832706504501402378e-03 1.826686561107635498e-01 1.093706861138343811e-02 2.201497405767440796e-01 -4.871437698602676392e-02 6.091496348381042480e-02 1.942983120679855347e-01 -2.145089656114578247e-01 3.126049041748046875e-02 1.283317804336547852e-01 1.251813620328903198e-01 -2.421137392520904541e-01 -2.532069087028503418e-01 -4.032664466649293900e-03 1.719223409891128540e-01 -7.324421894736588001e-04 -6.643844395875930786e-02 1.494021564722061157e-01 -1.726786643266677856e-01 4.155007749795913696e-02 -1.525628268718719482e-01 2.158077508211135864e-01 7.964023202657699585e-02 -1.422314089722931385e-03 2.842388749122619629e-01
1.551060825586318970e-01 2.158687561750411987e-01 -1.385551542043685913e-01 -8.548523299396038055e-03 -1.211557686328887939e-01 1.319440454244613647e-01 -1.334798634052276611e-01 -1.674435111453931313e-06 -1.356900611426681280e-04 6.699621677398681641e-02 3.350831568241119385e-01 -2.783718109130859375e-01 2.792312502861022949e-01 -1.829640008509159088e-02 3.202932476997375488e-01 -1.318367011845111847e-02 -6.571944802999496460e-02 8.997354656457901001e-02 -1.822209805250167847e-01 -2.305181697010993958e-02 -7.827478647232055664e-02 -1.595374196767807007e-01 -9.319072216749191284e-02 -1.481705605983734131e-01 -2.042794525623321533e-01 2.864385169232264161e-05 1.350858807563781738e-01 1.110006347298622131e-01 -3.788819164037704468e-02 -1.146614775061607361e-01 2.537145316600799561e-01 -2.618204653263092041e-01 -2.094145119190216064e-01 5.152283981442451477e-02 1.014696434140205383e-01 1.047324622049927711e-04 3.441116213798522949e-02 -8.176173269748687744e-02 1.804494559764862061e-01 1.443285029381513596e-02
-1.562264263629913330e-01 6.941353529691696167e-02 1.289831101894378662e-01 -2.966764010488986969e-02 2.532528527081012726e-02 2.002588361501693726e-01 1.647655293345451355e-02 -3.175707661284832284e-06 2.227497287094593048e-03 6.530112004838883877e-04 -1.066188216209411621e-01 1.636819094419479370e-01 4.156457260251045227e-02 7.032213034108281136e-06 -1.759218126535415649e-01 -3.654924512375146151e-06 2.856949530541896820e-02 3.667695075273513794e-02 -3.076317012310028076e-01 -2.315896451473236084e-01 3.402604535222053528e-02 -1.421052962541580200e-01 4.867878556251525879e-02 -3.615526854991912842e-02 2.702142298221588135e-01 1.521899551153182983e-01 7.676079124212265015e-02 5.007607117295265198e-02 -8.514936268329620361e-02 8.982525020837783813e-02 3.636720031499862671e-02 2.479736576788127422e-05 2.139160037040710449e-01 1.622795015573501587e-01 -8.537261933088302612e-02 -5.407166481018066406e-02 -8.675427734851837158e-02 -3.269777595996856689e-01 -1.874411106109619141e-01 -2.599314320832490921e-03
1.294149160385131836e-01 1.498132944107055664e-01 1.848974823951721191e-01 -1.233452633023262024e-01 2.196099609136581421e-01 -1.421575844287872314e-01 1.237681135535240173e-01 9.482278073846828192e-09 3.456725244177505374e-05 -1.146540194749832153e-01 -1.037560775876045227e-01 1.199336647987365723e-01 1.288557350635528564e-01 -2.168438583612442017e-02 -2.027749456465244293e-02 6.676132907159626484e-04 -2.234590500593185425e-01 2.683977484703063965e-01 2.988953329622745514e-02 -2.470393478870391846e-01 4.064181745052337646e-01 -8.789671212434768677e-02 -1.088021919131278992e-01 8.158313482999801636e-02 -7.973677664995193481e-02 6.364884786307811737e-03 1.235473603010177612e-01 3.051249384880065918e-01 -2.856510579586029053e-01 -1.521796882152557373e-01 -4.174342751502990723e-02 -3.015898466110229492e-01 2.522985339164733887e-01 -4.803568124771118164e-02 1.267219483852386475e-01 1.315416991710662842e-01 -4.425726458430290222e-02 -7.193718105554580688e-03 -1.747320592403411865e-01 -6.603247672319412231e-02
-2.884256243705749512e-01 9.182818233966827393e-02 8.628502488136291504e-02 -2.558962404727935791e-01 6.867501069791615009e-04 -1.521707773208618164e-01 -2.073407620191574097e-01 -6.928341917955549434e-07 1.043259799480438232e-01 6.166468374431133270e-04 -1.515774428844451904e-01 9.625376760959625244e-02 8.653031289577484131e-02 -1.589262485504150391e-01 -1.522461771965026855e-01 -3.818830847740173340e-02 1.424379944801330566e-01 1.604596376419067383e-01 1.434854716062545776e-01 2.204904556274414062e-01 -1.282177418470382690e-01 5.984131619334220886e-02 1.931464374065399170e-01 4.806803539395332336e-02 -1.336497366428375244e-01 9.806553134694695473e-05 8.814273029565811157e-02 1.059436947107315063e-01 -1.346182078123092651e-02 1.660905331373214722e-01 1.469612419605255127e-01 1.464667469263076782e-01 -1.724104583263397217e-01 -6.897532939910888672e-02 1.546761989593505859e-01 -5.779599770903587341e-02 -1.183303594589233398e-01 -8.096061646938323975e-03 -3.832011017948389053e-03 1.362276226282119751e-01
-2.637219429016113281e-01 -1.161667108535766602e-01 1.418675333261489868e-01 -2.784745991230010986e-01 1.879618018865585327e-01 -9.186483174562454224e-02 3.856870159506797791e-02 1.692615455795021262e-06 -7.864385098218917847e-02 1.542546898126602173e-01 2.849215641617774963e-02 -1.965964883565902710e-01 2.621185481548309326e-01 -2.408330794423818588e-03 -1.924058794975280762e-01 1.498509794473648071e-01 -1.278829276561737061e-01 2.213834375143051147e-01 1.629621386528015137e-01 -2.602621018886566162e-01 -1.001361086964607239e-01 -2.800541520118713379e-01 -1.284064203500747681e-01 -5.062271282076835632e-02 2.618016302585601807e-01 -2.151217758655548096e-01 1.993235349655151367e-01 -1.792721450328826904e-01 1.100791543722152710e-01 7.707668840885162354e-02 3.091332018375396729e-01 -9.898911416530609131e-02 -2.281302809715270996e-01 -1.007530912756919861e-01 6.723544746637344360e-02 -1.900204122066497803e-01 -5.049716308712959290e-02 1.548410803079605103e-01 -2.555700838565826416e-01 2.905533276498317719e-02
-2.101444900035858154e-01 2.425027489662170410e-01 -2.268678098917007446e-01 2.364694373682141304e-03 1.140155643224716187e-01 -3.652487397193908691e-01 8.828398585319519043e-02 -3.753163184683216969e-07 -1.653562321735080332e-05 1.967024356126785278e-01 1.001002565026283264e-01 -2.829017937183380127e-01 2.091149985790252686e-01 -1.419580131769180298e-01 -1.593932956457138062e-01 8.177708089351654053e-02 -8.453347533941268921e-02 3.544987142086029053e-01 1.875453591346740723e-01 -1.046875640749931335e-01 1.104506384581327438e-02 3.589303418993949890e-02 3.662380948662757874e-02 2.602255204692482948e-03 6.879265606403350830e-02 2.302756458520889282e-01 2.698898613452911377e-01 1.372783184051513672e-01 -1.661498472094535828e-02 -1.254053693264722824e-02 -8.447650820016860962e-03 -1.259421855211257935e-01 2.401136755943298340e-01 -2.006215900182723999e-01 1.075989902019500732e-01 1.703217476606369019e-01 3.075015842914581299e-01 2.521901726722717285e-01 -9.977895021438598633e-02 -2.429595291614532471e-01
1.767662763595581055e-01 -1.583627015352249146e-01 -2.076074779033660889e-01 -6.915042467880994081e-05 4.932926967740058899e-02 2.690984904766082764e-01 -2.115669697523117065e-01 -1.724534399727417622e-07 -3.845187276601791382e-02 2.631925642490386963e-01 -2.841204777359962463e-02 -1.420852392911911011e-01 -2.307607792317867279e-02 -5.978623521514236927e-04 2.240074425935745239e-01 -2.012265101075172424e-02 -7.767751067876815796e-02 3.342726826667785645e-01 -1.433326900005340576e-01 1.057706102728843689e-01 -1.156144589185714722e-01 -1.017662584781646729e-01 -2.050263136625289917e-01 -2.299462556838989258e-01 3.502348363399505615e-01 2.224150598049163818e-01 -8.528524194844067097e-04 -2.433453798294067383e-01 -1.290668249130249023e-01 -3.322279453277587891e-01 1.209916099905967712e-01 7.085429131984710693e-02 1.783003360033035278e-01 6.841102242469787598e-02 2.412248998880386353e-01 1.575269922614097595e-02 1.618845015764236450e-01 7.683605700731277466e-02 2.503610253334045410e-01 -3.092220425605773926e-01
