-3.642167448997497559e-01 7.651800289750099182e-03 -1.262219548225402832e-01 -7.174124475568532944e-03 7.548192888498306274e-02 5.505368486046791077e-02 1.046797819435596466e-02 -5.717370286583900452e-02
8.120799809694290161e-02 2.959349155426025391e-01 3.653226196765899658e-01 -4.559383541345596313e-02 -7.778497785329818726e-02 -1.102082505822181702e-01 -5.037864670157432556e-02 1.262103486806154251e-02
2.441262751817703247e-01 -3.576797246932983398e-02 -1.312859356403350830e-01 -2.493848279118537903e-02 8.024298399686813354e-02 3.303874731063842773e-01 2.961788773536682129e-01 7.975707203149795532e-02
2.296173200011253357e-02 7.774982601404190063e-02 -5.715148150920867920e-02 -1.069269478321075439e-01 -2.785045839846134186e-02 1.746085584163665771e-01 -3.323335051536560059e-01 1.585071235895156860e-01
-7.725746184587478638e-02 -1.087685301899909973e-01 -1.562307626008987427e-01 4.314361512660980225e-02 -5.245008692145347595e-02 -3.246110305190086365e-02 5.620123818516731262e-02 2.306640893220901489e-01
1.849318593740463257e-01 2.519333269447088242e-03 4.456787928938865662e-02 -8.174439892172813416e-03 -6.397413089871406555e-03 -6.467109546065330505e-03 -1.611843556165695190e-01 3.772874549031257629e-02
3.018698990345001221e-01 1.613457314670085907e-02 1.226560100913047791e-01 -4.536205902695655823e-02 -8.978896588087081909e-02 -1.545696556568145752e-01 -1.735568046569824219e-01 -1.162296682596206665e-01
-1.147847846150398254e-01 -1.170938536524772644e-01 8.949170261621475220e-02 -3.118468523025512695e-01 2.533514285460114479e-03 -1.687434762716293335e-01 -1.664766818284988403e-01 -7.248692959547042847e-02
1.373663395643234253e-01 -5.435167625546455383e-02 5.447823554277420044e-02 -2.599646151065826416e-01 -1.591881066560745239e-01 2.635299414396286011e-02 -1.437545120716094971e-01 8.004402369260787964e-02
-6.578262150287628174e-02 2.131163328886032104e-01 -1.371728628873825073e-01 -1.228697225451469421e-01 1.565094590187072754e-01 1.219819784164428711e-01 1.324534416198730469e-01 -1.147135812789201736e-02
1.478387713432312012e-01 1.510588973760604858e-01 3.251739218831062317e-02 2.348545640707015991e-01 -1.159599423408508301e-01 1.072568073868751526e-01 -7.065137475728988647e-02 2.872429229319095612e-02
-9.946507960557937622e-02 2.045060992240905762e-01 -1.442826241254806519e-01 1.861916333436965942e-01 3.006447255611419678e-01 -1.831156015396118164e-01 2.253660559654235840e-01 -2.195620618294924498e-04
-3.293466567993164062e-02 1.626107990741729736e-01 -7.703302800655364990e-02 -4.859348759055137634e-02 -9.740589559078216553e-02 -1.819794327020645142e-01 -2.468445301055908203e-01 4.268324002623558044e-02
6.167041882872581482e-02 1.109394133090972900e-01 -1.007334291934967041e-01 -3.362805843353271484e-01 -1.826134771108627319e-01 -1.398819833993911743e-01 -3.402042686939239502e-01 6.709764152765274048e-02
1.320815831422805786e-01 5.061812698841094971e-02 -1.666721329092979431e-02 1.384954601526260376e-01 3.805560171604156494e-01 -9.014173410832881927e-03 -5.177324637770652771e-03 -3.353874087333679199e-01
-5.986843630671501160e-02 8.612052351236343384e-02 -1.701718010008335114e-02 -4.118129611015319824e-02 1.173875108361244202e-02 1.447992175817489624e-01 3.444741964340209961e-01 8.175972849130630493e-02
-8.822833001613616943e-02 -2.139692008495330811e-01 -3.016536533832550049e-01 6.393776834011077881e-02 -3.070588111877441406e-01 -2.059489041566848755e-01 -1.139560490846633911e-01 2.553051114082336426e-01
9.892678260803222656e-02 -1.521921306848526001e-01 -2.387703657150268555e-01 -2.122106403112411499e-01 5.804505944252014160e-02 -6.126825511455535889e-02 1.114236935973167419e-02 -3.269995003938674927e-02
